scenario_id,primary_tag,overpass,has_traffic_light,signalized_intersection,unsignalized_intersection,lane_freeway_ratio,lane_surface_ratio,is_freeway_dominant,lane_total,lane_multi_entry_count,lane_multi_exit_count,lane_branching_count
sd_waymo_v1.2_3beeb5e3882e44dd.pkl,intersection,False,False,False,True,0.0,0.9512195121951219,False,205,37,40,46
sd_waymo_v1.2_95ce00daa6d94fff.pkl,intersection,False,False,False,True,0.0,0.9356617647058824,False,544,123,105,125
sd_waymo_v1.2_889181e0a71acb0d.pkl,intersection,False,False,False,True,0.0,0.7560975609756098,False,41,7,7,6
sd_waymo_v1.2_177642eb12d0a0.pkl,intersection,False,False,False,True,0.0,1.0,False,161,43,35,42
sd_waymo_v1.2_974759b1b4c7fe05.pkl,intersection,False,False,False,True,0.0,0.9722222222222222,False,36,3,4,1
sd_waymo_v1.2_92fff3a34775f839.pkl,intersection,False,False,False,True,0.0,0.7866666666666666,False,75,12,13,17
sd_waymo_v1.2_ab603a641127e623.pkl,intersection,False,False,False,True,0.0,0.8444444444444444,False,90,17,15,12
sd_waymo_v1.2_6a52a6971df52365.pkl,intersection,False,False,False,True,0.0,0.7222222222222222,False,72,14,14,10
sd_waymo_v1.2_e6734cfc556a8e9e.pkl,intersection,False,False,False,True,0.25,0.75,False,84,14,14,11
sd_waymo_v1.2_3f6adba57cec41be.pkl,intersection,False,False,False,True,0.0,0.8787878787878788,False,66,9,7,3
sd_waymo_v1.2_f8fe3c5e14ee7541.pkl,intersection,False,False,False,True,0.0,1.0,False,54,8,6,11
sd_waymo_v1.2_75c0cd4938fce128.pkl,intersection,False,False,False,True,0.0,0.7727272727272727,False,44,8,8,10
sd_waymo_v1.2_f5922104e8b83071.pkl,intersection,False,False,False,True,0.0,0.9883040935672515,False,171,45,47,42
sd_waymo_v1.2_62f04296e17fb240.pkl,overpass,True,False,False,True,0.6551724137931034,0.3448275862068966,True,29,0,1,1
sd_waymo_v1.2_760fef5c39d41502.pkl,intersection,False,False,False,True,0.0,0.8608695652173913,False,115,17,15,20
sd_waymo_v1.2_80951b1dfb607529.pkl,intersection,False,False,False,True,0.0,0.8378378378378378,False,37,7,8,8
sd_waymo_v1.2_62ec9802d0a3cebc.pkl,intersection,False,False,False,True,0.0,0.8674698795180723,False,83,16,12,15
sd_waymo_v1.2_89bd6f119f5ecc4b.pkl,intersection,False,False,False,True,0.0,0.9028213166144201,False,319,71,62,67
sd_waymo_v1.2_ca88be48ab483ca5.pkl,overpass,True,False,False,True,0.09090909090909091,0.6818181818181818,False,44,7,7,7
sd_waymo_v1.2_cae4f537b2392e3c.pkl,intersection,False,False,False,True,0.0,0.9818181818181818,False,55,7,11,8
sd_waymo_v1.2_a45791d605360792.pkl,intersection,False,False,False,True,0.0,1.0,False,80,20,19,23
sd_waymo_v1.2_f298f93c9f89d392.pkl,intersection,False,False,False,True,0.0,0.9922480620155039,False,129,24,22,24
sd_waymo_v1.2_828b0e67d8f430c8.pkl,freeway,False,False,False,True,0.9333333333333333,0.06666666666666667,True,30,2,1,3
sd_waymo_v1.2_e3a7fe676c66eead.pkl,intersection,False,False,False,True,0.0,0.9888888888888889,False,90,15,14,13
sd_waymo_v1.2_d56e789012d54f39.pkl,overpass,True,False,False,True,0.0,0.7938144329896907,False,97,18,18,23
sd_waymo_v1.2_11957390619f698a.pkl,intersection,False,False,False,True,0.0,0.8333333333333334,False,84,13,11,16
sd_waymo_v1.2_2d77250798e8bf94.pkl,intersection,False,False,False,True,0.0,0.8648648648648649,False,74,18,18,12
sd_waymo_v1.2_c5c2cee1fa606e35.pkl,intersection,False,False,False,True,0.0,0.7704918032786885,False,61,12,11,10
sd_waymo_v1.2_3045db0ec98c21ed.pkl,intersection,False,False,False,True,0.0,0.8229166666666666,False,96,16,15,16
sd_waymo_v1.2_8d53f0dbf46d8c16.pkl,intersection,False,False,False,True,0.0,1.0,False,80,19,19,22
sd_waymo_v1.2_f7be4abf8aafb83b.pkl,overpass,True,False,False,True,0.6,0.4,True,25,2,1,0
sd_waymo_v1.2_c3b0ffe115bf94a5.pkl,intersection,False,False,False,True,0.0,0.9069767441860465,False,129,24,25,27
sd_waymo_v1.2_6355abe439b48396.pkl,overpass,True,False,False,True,0.9375,0.0625,True,32,3,1,3
sd_waymo_v1.2_d3731fa9ed434d71.pkl,overpass,True,False,False,False,1.0,0.0,True,24,0,0,0
sd_waymo_v1.2_6a102ec0f96b077b.pkl,intersection,False,False,False,True,0.0,1.0,False,162,32,32,26
sd_waymo_v1.2_85f1190371bb620d.pkl,intersection,False,False,False,True,0.0,1.0,False,119,23,20,24
sd_waymo_v1.2_6c65b4a56d0e644e.pkl,overpass,True,False,False,True,0.43243243243243246,0.5675675675675675,False,37,6,7,3
sd_waymo_v1.2_90142c2e706fa20c.pkl,overpass,True,False,False,True,0.4358974358974359,0.5641025641025641,False,39,7,7,3
sd_waymo_v1.2_d993c1a825d86d01.pkl,intersection,False,False,False,True,0.0,0.8867924528301887,False,159,28,24,27
sd_waymo_v1.2_b00b78525d3d786c.pkl,intersection,False,False,False,True,0.0,0.85,False,200,33,28,37
sd_waymo_v1.2_3145dd48feb8cb2c.pkl,overpass,True,False,False,False,1.0,0.0,True,32,0,0,0
sd_waymo_v1.2_690b8d2310bd87ef.pkl,intersection,False,False,False,True,0.0,0.83,False,100,20,22,16
sd_waymo_v1.2_99a641f7ecbd40cb.pkl,intersection,False,False,False,True,0.0,1.0,False,72,19,19,14
sd_waymo_v1.2_ea73874c6ff48051.pkl,intersection,False,False,False,True,0.0,1.0,False,45,12,12,8
sd_waymo_v1.2_67bf40d0876a0d63.pkl,overpass,True,False,False,True,1.0,0.0,True,14,1,1,0
sd_waymo_v1.2_b083a68405595918.pkl,intersection,False,False,False,True,0.0,0.8820224719101124,False,178,29,27,30
sd_waymo_v1.2_d309f1f1fb60693.pkl,intersection,False,False,False,True,0.0,0.9612903225806452,False,310,66,65,65
sd_waymo_v1.2_afcd9b7197a1156c.pkl,intersection,False,False,False,True,0.0,0.9325842696629213,False,178,41,37,42
sd_waymo_v1.2_c62a1a54d02894f9.pkl,intersection,False,False,False,True,0.0,0.9076923076923077,False,65,13,13,12
sd_waymo_v1.2_d71e2ae879bc9743.pkl,intersection,False,False,False,True,0.0,0.9032258064516129,False,62,10,11,5
sd_waymo_v1.2_bf3faef9c5250e06.pkl,intersection,False,False,False,True,0.0,0.8807947019867549,False,151,19,17,23
sd_waymo_v1.2_2b5642417fc68b2.pkl,intersection,False,False,False,True,0.0,0.9037433155080213,False,187,34,31,33
sd_waymo_v1.2_8d610f10711a33b3.pkl,intersection,False,False,False,True,0.0,0.9832402234636871,False,179,32,34,39
sd_waymo_v1.2_f6c22160d3f35141.pkl,intersection,False,False,False,True,0.0,1.0,False,85,20,20,24
sd_waymo_v1.2_8bab8708eba53289.pkl,intersection,False,False,False,True,0.0,0.918918918918919,False,111,20,21,18
sd_waymo_v1.2_ce23df2346d80ab0.pkl,intersection,False,False,False,True,0.0,1.0,False,78,13,12,14
sd_waymo_v1.2_8d6c907f6bc7f10f.pkl,intersection,False,False,False,True,0.0,1.0,False,96,26,27,20
sd_waymo_v1.2_f1354d461bd7ebef.pkl,intersection,False,False,False,True,0.0,0.8787878787878788,False,165,26,25,29
sd_waymo_v1.2_a196d21f8a6eaac3.pkl,intersection,False,False,False,True,0.0,1.0,False,33,7,7,9
sd_waymo_v1.2_8aaf86a47cf80f32.pkl,overpass,True,False,False,True,1.0,0.0,True,65,3,0,3
sd_waymo_v1.2_37ab4b2cffb99719.pkl,overpass,True,False,False,True,0.6,0.4,True,25,1,1,1
sd_waymo_v1.2_ae0da86cc0e49596.pkl,intersection,False,False,False,True,0.0,1.0,False,94,26,24,23
sd_waymo_v1.2_31ee78852e455e38.pkl,overpass,True,False,False,False,1.0,0.0,True,47,0,0,0
sd_waymo_v1.2_da69040b2ab262ba.pkl,intersection,False,False,False,True,0.0,0.8269230769230769,False,104,22,22,18
sd_waymo_v1.2_2d58fbd250cd452a.pkl,intersection,False,False,False,True,0.0,0.868421052631579,False,76,14,14,20
sd_waymo_v1.2_2b025facb1dd0ace.pkl,intersection,False,False,False,True,0.0,0.9197530864197531,False,162,30,28,29
sd_waymo_v1.2_b5d66f0055ca660.pkl,intersection,False,False,False,True,0.07174887892376682,0.9192825112107623,False,223,50,50,44
sd_waymo_v1.2_18ffd71628682ee5.pkl,intersection,False,False,False,True,0.0,1.0,False,49,11,12,8
sd_waymo_v1.2_7381abfff7afb360.pkl,intersection,False,False,False,True,0.0,1.0,False,32,9,9,4
sd_waymo_v1.2_f2caadfbc89ad0f3.pkl,intersection,False,False,False,True,0.1111111111111111,0.8,False,45,5,5,5
sd_waymo_v1.2_ebaecf81c4ae5abc.pkl,intersection,False,False,False,True,0.40350877192982454,0.5964912280701754,False,57,7,8,11
sd_waymo_v1.2_3e3c55313d201a8b.pkl,intersection,False,False,False,True,0.0,0.9898477157360406,False,394,91,71,96
sd_waymo_v1.2_a8b3020e2dd90ac4.pkl,intersection,False,False,False,True,0.0,0.875,False,224,40,35,48
sd_waymo_v1.2_e175e68c2868c94c.pkl,overpass,True,False,False,True,0.8888888888888888,0.1111111111111111,True,36,3,1,3
sd_waymo_v1.2_b7064e6685804821.pkl,overpass,True,False,False,True,0.0,0.9757412398921833,False,742,178,180,177
sd_waymo_v1.2_c143e21cbe93c256.pkl,intersection,False,False,False,True,0.0,0.9318181818181818,False,88,16,15,14
sd_waymo_v1.2_7730c0065d91bb75.pkl,overpass,True,False,False,True,1.0,0.0,True,26,1,1,0
sd_waymo_v1.2_f5255b409aa953e5.pkl,intersection,False,False,False,True,0.0,1.0,False,74,18,19,19
sd_waymo_v1.2_17f393e4e1f77f9e.pkl,overpass,True,False,False,True,0.0,1.0,False,119,15,13,17
sd_waymo_v1.2_2bce28a3897251dc.pkl,intersection,False,False,False,True,0.0,1.0,False,112,32,30,29
sd_waymo_v1.2_d05723952bd7bff2.pkl,intersection,False,False,False,True,0.0,1.0,False,56,8,9,7
sd_waymo_v1.2_f0eac0d6ba962d9a.pkl,intersection,False,False,False,True,0.0,0.8156424581005587,False,179,43,44,36
sd_waymo_v1.2_b52379584679d56e.pkl,intersection,False,False,False,True,0.0,0.9318181818181818,False,88,13,10,12
sd_waymo_v1.2_7cd4a5bd39d70bf2.pkl,intersection,False,False,False,True,0.0,0.8833333333333333,False,120,22,21,24
sd_waymo_v1.2_ef903b7abf6fc0fa.pkl,intersection,False,False,False,True,0.0,0.8620689655172413,False,58,11,11,10
sd_waymo_v1.2_7828455186fe7de2.pkl,intersection,False,False,False,True,0.0,0.8795180722891566,False,83,16,15,12
sd_waymo_v1.2_15f7b183d4b7ee0c.pkl,freeway,False,False,False,True,1.0,0.0,True,15,0,2,2
sd_waymo_v1.2_53a4bdd28846b7da.pkl,intersection,False,False,False,True,0.0,0.9433962264150944,False,106,22,21,25
sd_waymo_v1.2_1a9e72ec80c154e7.pkl,overpass,True,False,False,True,0.8,0.11818181818181818,True,110,5,5,6
sd_waymo_v1.2_7e019d5f96e54dbd.pkl,intersection,False,False,False,True,0.09714285714285714,0.9028571428571428,False,175,45,46,46
sd_waymo_v1.2_530d999edb9c3ccb.pkl,intersection,False,False,False,True,0.0,0.8918918918918919,False,111,20,18,16
sd_waymo_v1.2_9f2e6f3cfdd56afa.pkl,overpass,True,False,False,True,0.6363636363636364,0.22727272727272727,True,22,0,1,0
sd_waymo_v1.2_462012deec453596.pkl,intersection,False,False,False,True,0.0,1.0,False,77,20,21,18
sd_waymo_v1.2_d477092db5640711.pkl,intersection,False,False,False,True,0.39655172413793105,0.603448275862069,False,58,8,8,11
sd_waymo_v1.2_e0fa9150dfdb1a55.pkl,overpass,True,False,False,False,1.0,0.0,True,41,0,0,0
sd_waymo_v1.2_e7dba5a1c74ebd31.pkl,intersection,False,False,False,True,0.0,0.8994413407821229,False,179,33,31,35
sd_waymo_v1.2_e2c7a8cffeb14849.pkl,intersection,False,False,False,True,0.0,0.8558558558558559,False,111,15,13,20
sd_waymo_v1.2_bf888ce2b36e257f.pkl,intersection,False,False,False,True,0.0,0.7798165137614679,False,109,18,19,22
sd_waymo_v1.2_59064a79dc720751.pkl,intersection,False,False,False,True,0.0,0.8372093023255814,False,86,17,16,12
sd_waymo_v1.2_6ec771e932a3dc62.pkl,intersection,False,False,False,True,0.0,0.8173076923076923,False,104,16,17,19
sd_waymo_v1.2_408e7f498a7aae46.pkl,intersection,False,False,False,True,0.0,0.8111888111888111,False,143,17,14,19
sd_waymo_v1.2_cbb1e190d7ea446.pkl,freeway,False,False,False,True,0.875,0.125,True,16,1,1,0
sd_waymo_v1.2_59547eb835594b2c.pkl,overpass,True,False,False,True,0.0,0.7727272727272727,False,66,8,7,6
sd_waymo_v1.2_a329746010b7b601.pkl,intersection,False,False,False,True,0.0,0.9444444444444444,False,36,6,7,6
sd_waymo_v1.2_168b19d59ae685e0.pkl,intersection,False,False,False,True,0.0,0.8888888888888888,False,126,17,16,19
sd_waymo_v1.2_4916e4d476ae56eb.pkl,overpass,True,False,False,True,0.2641509433962264,0.7358490566037735,False,53,6,7,6
sd_waymo_v1.2_a2da2388abab525b.pkl,intersection,False,False,False,True,0.17204301075268819,0.8279569892473119,False,93,18,17,24
sd_waymo_v1.2_5e7320acde0e667a.pkl,intersection,False,False,False,True,0.0,1.0,False,31,7,7,4
sd_waymo_v1.2_9968f1eb8de52768.pkl,overpass,True,False,False,True,0.1941747572815534,0.8058252427184466,False,103,21,21,21
sd_waymo_v1.2_1b254a843598dc5f.pkl,overpass,True,False,False,True,0.6129032258064516,0.3870967741935484,True,31,2,1,1
sd_waymo_v1.2_3c8da021fb0dc505.pkl,overpass,True,False,False,True,0.2727272727272727,0.7272727272727273,False,33,3,3,4
sd_waymo_v1.2_1eb6ffb055e76e0.pkl,intersection,False,False,False,True,0.0,0.9422110552763819,False,398,96,89,98
sd_waymo_v1.2_d3dccf6626e0819a.pkl,freeway,False,False,False,True,0.5,0.4878048780487805,True,82,10,9,6
sd_waymo_v1.2_9f4e462059e1c869.pkl,intersection,False,False,False,True,0.0,1.0,False,80,22,21,16
sd_waymo_v1.2_b5dbfb54f5715e4f.pkl,intersection,False,False,False,True,0.0,0.9230769230769231,False,78,13,15,6
sd_waymo_v1.2_e92a2a12eae2bac5.pkl,overpass,True,False,False,True,0.59375,0.40625,True,32,1,2,2
sd_waymo_v1.2_3caf2bc7d03b6def.pkl,intersection,False,False,False,True,0.0,0.984375,False,64,11,11,4
sd_waymo_v1.2_cfdce528781c15dd.pkl,intersection,False,False,False,True,0.0,0.7222222222222222,False,36,5,5,4
sd_waymo_v1.2_bdfc063031819c79.pkl,intersection,False,False,False,True,0.0,1.0,False,87,13,14,10
sd_waymo_v1.2_95b3427306fdb8d2.pkl,overpass,True,False,False,True,0.5882352941176471,0.4117647058823529,True,34,3,4,0
sd_waymo_v1.2_9f16727796ee6546.pkl,intersection,False,False,False,True,0.0,0.8529411764705882,False,102,23,23,15
sd_waymo_v1.2_471f828d1efb344f.pkl,intersection,False,False,False,True,0.0,1.0,False,226,53,55,51
sd_waymo_v1.2_7ead84feeca5eb12.pkl,intersection,False,False,False,True,0.0,0.9015873015873016,False,315,56,55,61
sd_waymo_v1.2_a82989ac7dc8a60.pkl,intersection,False,False,False,True,0.0,0.7837837837837838,False,74,12,12,14
sd_waymo_v1.2_2bea07fe56941cff.pkl,intersection,False,False,False,True,0.0,0.8387096774193549,False,62,11,10,10
sd_waymo_v1.2_aa42eb11e63baa94.pkl,overpass,True,False,False,True,0.4444444444444444,0.5555555555555556,False,36,6,6,3
sd_waymo_v1.2_9900e1cdd37e0e3d.pkl,intersection,False,False,False,True,0.4,0.6,False,20,3,3,0
sd_waymo_v1.2_3c5f08697c812169.pkl,intersection,False,False,False,True,0.0,0.9562841530054644,False,183,36,35,43
sd_waymo_v1.2_960b58e998837283.pkl,intersection,False,False,False,True,0.0,1.0,False,43,10,8,6
sd_waymo_v1.2_b613321d18be72a1.pkl,intersection,False,False,False,True,0.0,1.0,False,40,7,9,8
sd_waymo_v1.2_9b25cb6d868f6aa3.pkl,overpass,True,False,False,True,1.0,0.0,True,25,1,0,0
sd_waymo_v1.2_4379d0f2ea5c280a.pkl,intersection,False,False,False,True,0.4444444444444444,0.5555555555555556,False,36,6,6,3
sd_waymo_v1.2_b17899929437a761.pkl,intersection,False,False,False,True,0.0,0.969811320754717,False,265,53,44,61
sd_waymo_v1.2_1b867b29ea6e9190.pkl,intersection,False,False,False,True,0.0,0.90625,False,32,6,5,3
sd_waymo_v1.2_546d706d9c66dda0.pkl,intersection,False,False,False,True,0.0,0.9644268774703557,False,253,67,68,64
sd_waymo_v1.2_1c989e31a19278dc.pkl,intersection,False,False,False,True,0.0,1.0,False,45,12,12,6
sd_waymo_v1.2_c31489c3ed81647e.pkl,intersection,False,False,False,True,0.0,1.0,False,230,56,53,56
sd_waymo_v1.2_1f90e12d8faf2cfd.pkl,overpass,True,False,False,True,0.0,0.9295774647887324,False,142,23,21,23
sd_waymo_v1.2_86f0438d0709e6af.pkl,intersection,False,False,False,True,0.40625,0.5,False,64,7,7,7
sd_waymo_v1.2_e14401b73c625479.pkl,intersection,False,False,False,True,0.0,0.7222222222222222,False,54,7,7,9
sd_waymo_v1.2_af5679ec5ad874f0.pkl,intersection,False,False,False,True,0.0,0.9827586206896551,False,232,50,51,52
sd_waymo_v1.2_83add332a438dc74.pkl,overpass,True,False,False,True,0.38613861386138615,0.5346534653465347,False,101,11,10,12
sd_waymo_v1.2_482aaff4d9ac2591.pkl,intersection,False,False,False,True,0.0,0.8947368421052632,False,95,21,21,16
sd_waymo_v1.2_1731cd77667acc22.pkl,intersection,False,False,False,True,0.18518518518518517,0.8148148148148148,False,81,17,16,12
sd_waymo_v1.2_4da6ed09b850802e.pkl,intersection,False,False,False,True,0.0,1.0,False,68,16,16,16
sd_waymo_v1.2_a738ba76afc4ebb5.pkl,intersection,False,False,False,True,0.0,0.961038961038961,False,154,21,21,24
sd_waymo_v1.2_25f57f7ef66cdfe6.pkl,intersection,False,False,False,True,0.0,1.0,False,75,17,16,22
sd_waymo_v1.2_e4c2e215182cf26c.pkl,intersection,False,False,False,True,0.0,1.0,False,49,12,10,6
sd_waymo_v1.2_ab1fed29a8241c0e.pkl,intersection,False,False,False,True,0.19230769230769232,0.8076923076923077,False,52,10,9,6
sd_waymo_v1.2_52a1ed83a4eb7be6.pkl,intersection,False,False,False,True,0.0,1.0,False,73,20,20,18
sd_waymo_v1.2_61971456e4796b97.pkl,overpass,True,False,False,True,0.42857142857142855,0.5714285714285714,False,35,6,6,3
sd_waymo_v1.2_c97dbd8d47fa1ca5.pkl,overpass,True,False,False,True,0.5789473684210527,0.42105263157894735,True,38,3,2,4
sd_waymo_v1.2_e50e39ac3b7e8cc9.pkl,intersection,False,False,False,True,0.0,0.9107142857142857,False,112,26,27,25
sd_waymo_v1.2_a6c2586c75e99d82.pkl,intersection,False,False,False,True,0.0,1.0,False,49,12,10,6
sd_waymo_v1.2_37fce125c09e3c42.pkl,intersection,False,False,False,True,0.0,1.0,False,92,18,16,16
sd_waymo_v1.2_a7545087f82dafeb.pkl,intersection,False,False,False,True,0.0,0.9054726368159204,False,201,40,34,43
sd_waymo_v1.2_429f79d85c5e2489.pkl,intersection,False,False,False,True,0.0,0.7575757575757576,False,66,11,11,9
sd_waymo_v1.2_8dd866a01b57f40b.pkl,intersection,False,False,False,True,0.0,0.8313253012048193,False,83,13,13,12
sd_waymo_v1.2_5248ef7c117d5209.pkl,intersection,False,False,False,True,0.0,0.871900826446281,False,242,46,36,48
sd_waymo_v1.2_3ebe807c4df75997.pkl,intersection,False,False,False,True,0.0,1.0,False,61,14,14,19
sd_waymo_v1.2_a52a8aca1b06d83f.pkl,overpass,True,False,False,True,0.4444444444444444,0.5555555555555556,False,36,6,6,3
sd_waymo_v1.2_3271cbd440d1ceee.pkl,overpass,True,False,False,True,0.2602739726027397,0.7054794520547946,False,146,22,20,29
sd_waymo_v1.2_1181933ade327964.pkl,intersection,False,False,False,True,0.0,0.8214285714285714,False,84,18,18,13
sd_waymo_v1.2_3fb2699042f43d52.pkl,overpass,True,False,False,True,0.8333333333333334,0.16666666666666666,True,18,1,1,1
sd_waymo_v1.2_72face6636ba0b1d.pkl,intersection,False,False,False,True,0.0,0.9152542372881356,False,118,28,29,26
sd_waymo_v1.2_4d0fd53a21fde9f7.pkl,overpass,True,False,False,True,0.6666666666666666,0.20833333333333334,True,24,0,1,0
sd_waymo_v1.2_f8c09a13ee393b21.pkl,intersection,False,False,False,True,0.0,0.9421965317919075,False,173,36,36,32
sd_waymo_v1.2_8793efa2f8718952.pkl,intersection,False,False,False,True,0.0,0.89171974522293,False,157,23,18,20
sd_waymo_v1.2_3e9f83c50aed1bc9.pkl,intersection,False,False,False,True,0.0,1.0,False,69,17,18,15
