scene_id,num_lanes,num_lane_boundaries,num_road_boundaries,num_crosswalks,num_stop_signs,num_speed_bumps,has_dynamic_lane_state,num_objects,num_moving_vehicles,mean_vehicle_speed,p90_vehicle_speed,heading_dispersion,num_candidate_interactions,num_lane_changes,num_merge_candidates,num_crossing_candidates,num_turning_tracks,mean_min_ttc,mean_min_thw,parallel_lane_ratio
64fb0a891064cae3,83,212,19,1,7,0,False,33,11,5.317356601084345,10.034700411501282,1.1763647675902578,2,7,0,0,6,1.8944915743596153,1.8448779472819887,0.023178807947019868
682b403f32ae791d,94,208,32,6,7,1,False,44,16,5.25677469318513,10.264115222433926,1.9055110549244925,18,14,4,0,8,1.8627172394503648,2.509079827845449,0.3457008244994111
7138192178387d47,48,158,47,0,0,0,False,72,61,30.165456471165747,34.833417966039434,1.3205015062373995,15,10,7,0,1,6.2260384270740605,2.140326286338943,0.7075125208681136
7229e070a1ad1e68,94,210,33,6,7,1,False,42,6,5.5474569777200715,11.290413154449842,0.7434547499791432,1,3,0,0,4,2.0526747348352297,0.7861652970746922,0.26324786324786326
7320f86daa59e91b,49,128,37,4,1,0,False,80,80,12.332353324115505,23.79975427853336,1.0210966652054918,74,34,24,0,0,7.298314832379053,1.8410407322292193,0.7946780034640214
732710548d56f488,42,92,22,0,0,0,False,243,207,7.666868095827714,20.24337307936253,1.4208069775851906,56,30,24,0,1,10.778527404981324,3.2471880362238332,0.6317194937884593
74bfc72e48c5482d,69,120,32,0,4,1,False,15,5,5.370482778507852,11.322464077248185,0.8108844053892513,1,3,0,0,3,2.0883241778850863,1.430965377267983,0.024263431542461005
77fcc94d730de9f3,197,287,42,1,7,9,False,32,29,19.624206208543722,22.946534588673938,1.8126089875303117,26,8,5,0,0,3.4479053258076258,2.158738218824946,0.5887512899896801
7a54fd19967b3942,89,205,36,6,8,2,False,23,17,4.595443976642407,10.5245070448484,1.6600347718812833,8,6,1,0,6,1.7495023152621285,2.768552170520728,0.0065170166545981175
7c3b683290cf37bd,37,92,28,0,2,3,False,77,77,16.324838075478127,27.750941795368522,1.450176314428955,26,60,5,0,2,8.791435823493645,1.9453421174912564,0.6560283687943262
7e697163f414229,68,184,16,1,7,0,False,24,17,6.745541455326669,13.265591589458268,1.9363435741122992,6,10,4,0,9,6.529155609535487,1.133778379859052,0.013623978201634877
7ef35727f3ca0eac,115,192,46,2,5,5,False,33,21,18.416877494720733,20.129799734948396,0.9371625122881203,15,4,4,0,0,6.652885224932743,2.227946240664991,0.8223140495867769
810e636b39bb09db,89,174,30,1,2,1,False,31,9,6.200443308907871,12.180673937341288,1.0568171118576974,4,6,0,0,4,0.8121020469552364,1.4541170152129839,0.06231454005934718
83c68a5d9d50fc70,107,204,56,2,3,3,False,21,18,19.45734500612553,20.952037632297383,0.9636256899384972,19,3,2,0,0,1.669259447211364,0.8300060020469141,0.8143063583815029
8da6d89f0941513b,75,108,31,0,5,1,False,33,13,14.347237529586591,19.972973626728436,1.894978735090411,13,4,5,0,2,5.252760086282449,2.543110136634819,0.014373716632443531
8e0bd84e00c5fe8a,89,175,29,1,2,1,False,31,8,7.443161409906487,13.362882881283772,1.8663759812993483,9,5,1,0,3,0.7817132058190663,1.6950795687285778,0.0012853470437017994
968516ed51a12cb6,65,115,23,3,6,1,False,26,20,3.538075904395335,9.23263656208782,1.6084421862756333,32,8,5,1,6,9.827092734862138,4.099767927995886,0.010461538461538461
982592f43405ae08,236,428,91,11,10,8,False,21,6,9.787998332494992,13.979850524455983,1.5036998228757064,4,4,0,0,2,0.6269342284782798,0.5677392189529825,0.01618705035971223
a79f3c9f6dc9b99e,26,66,19,0,0,0,False,68,68,17.726060467162256,29.80286970191293,1.1283969352662764,33,47,29,0,0,6.06197476472581,2.1325172774748666,0.7626903553299492
a910ec08b3468797,41,56,32,1,3,4,False,22,6,4.0708219532481795,8.62241992585266,1.411241617946381,5,4,1,0,3,0.8201251528967228,3.2389089546790735,0.01744186046511628
acac6fd2c48fdc23,114,225,15,1,5,3,False,51,42,20.014988099797048,22.030158766709427,1.3065392056568292,14,7,7,0,1,2.18815381158249,0.9992469602389037,0.7129755434782609
b7804566fbfe2923,288,546,81,10,14,9,False,95,48,11.133823549086804,20.55716253420008,1.3867631591454457,21,13,15,0,3,1.785488229524951,2.502546010341478,0.631578947368421
b94adb4d0b1e8cfd,117,240,43,8,3,0,False,20,8,8.696255375816854,12.765628586345615,2.865069875938496,4,3,1,0,1,0.7255830575166342,3.1548610741321577,0.012903225806451613
c3be4af1aef8a3eb,60,113,21,1,4,1,False,54,33,6.9261635362427345,18.608735743554142,0.9412035232886209,50,8,9,0,1,9.887995750346885,4.93072195738475,0.8103398199244845
ca841cf229bed72a,444,706,64,7,7,2,False,30,11,17.230628792826796,21.847837339622092,0.4944700862297168,18,4,4,0,0,4.199211690057075,2.332970869276453,0.9424749163879599
e198c45ebaabca61,87,115,22,1,6,2,False,47,12,5.18937287920489,12.304720908462112,1.3250630417870806,13,3,2,0,1,1.4697653827241004,3.5501136280473413,0.042642140468227424
e56bd4436f99ac9c,181,361,60,6,6,11,False,20,12,16.04166254803821,20.997159407805167,2.068595546787407,6,1,2,0,1,0.46748159537660583,0.520569513001048,0.0
e66753766ed4c5ca,61,170,36,4,2,0,False,58,54,13.070009993114986,22.11742312818778,0.7721196526939155,51,22,10,0,2,6.444101907714863,1.1774225006468086,0.8308823529411765
ebaf7ce728897640,101,228,43,1,7,0,False,68,10,3.535595555839576,7.864503207440656,2.1760593264584096,4,5,2,0,3,1.1337544431183555,2.5456891234122545,0.00644468313641246
ffcc76e4a42a2262,36,85,25,0,2,3,False,63,62,13.311490338742555,27.593471863471258,1.1552216399235762,43,48,5,0,3,5.1509360057597275,1.9058609704263907,0.7217815741305674
11957390619f698a,84,180,33,6,7,3,False,18,7,6.361165243494463,11.476461496684893,2.058932599534982,4,3,2,0,2,1.3159646611924392,1.1741546580127928,0.05084745762711865
177642eb12d0a0,161,307,27,10,7,15,False,71,23,5.06970027520007,10.881088308612389,2.3578102930910725,28,7,5,2,5,7.712371248492977,4.152058229701962,0.004893964110929853
20c63adc106e0cf0,122,207,18,3,3,1,False,8,8,7.077869948410816,10.135494576066037,1.7712375477082885,11,7,2,0,6,1.1922086093770219,1.6068699964709459,0.03696682464454976
2d77250798e8bf94,74,80,44,0,6,9,False,50,5,6.778196659505072,11.033498930719068,1.3246113862816757,2,2,0,0,4,3.1831096778615047,1.7849076811672346,0.0
3212552649a27508,381,606,107,10,12,18,False,37,12,18.167158412572853,22.544937870105645,0.8586655708964859,2,7,3,0,2,0.9457975271603477,0.3042318368699545,0.8027750247770069
3677dc48cac2d4ac,38,115,22,0,0,0,False,75,75,22.526015388793592,33.203477903636575,1.2321220182404418,28,25,30,0,0,2.0850360913349713,1.0476432110679215,0.7341197822141561
3adc18181d707f11,183,318,63,14,5,4,False,66,32,19.140320650275942,22.8172007304801,2.11289476422537,4,1,4,0,1,2.1637481072908384,5.091241199479027,0.0
3beeb5e3882e44dd,205,355,59,16,4,3,False,38,14,20.324890711650575,22.64365108252965,0.31148485010945687,8,5,3,0,1,3.313209215014606,1.4199227249401503,0.9619095987811072
3dfd7cf1c131d2e5,74,122,30,0,6,8,False,17,8,9.776121445444808,22.26008395573881,1.2051476028198798,3,3,2,0,2,1.370853272671163,4.243248530231448,0.010914051841746248
3f6adba57cec41be,66,134,35,1,3,2,False,9,9,10.89769568467597,20.63709060408031,1.4497475765257994,0,5,1,0,3,0.0,0.0,0.3085399449035813
62ec9802d0a3cebc,83,104,37,0,5,5,False,21,4,6.34498059059625,10.069422487703322,1.1341493060503423,0,2,0,0,1,0.0,0.0,0.07317073170731707
62f04296e17fb240,29,80,23,0,0,1,False,83,80,9.99726534853014,21.99833617427933,0.7008878651946476,48,21,22,0,4,6.689177386504969,1.8329382549163622,0.8277212216131559
6a52a6971df52365,72,104,41,2,7,5,False,37,11,4.8473029806374885,10.444413533752723,1.262740286935545,6,5,0,0,5,1.4497471214815878,3.189563744394223,0.007588532883642495
75276778631d4916,50,111,28,5,4,2,False,66,4,4.418416884950693,7.993379466018702,0.8917551220583115,0,3,1,0,2,0.0,0.0,0.014462809917355372
75c0cd4938fce128,44,74,18,1,3,4,False,4,4,7.252508936784555,11.214479489020892,1.1006501662295962,3,3,1,0,2,0.5726228009387263,0.5508643912303629,0.021897810218978103
760fef5c39d41502,115,178,38,0,5,10,False,24,20,12.014032109703011,16.137927335381757,0.5617349664760266,18,3,5,0,0,1.2039222940163559,0.8979421760703956,0.9175694771549694
80951b1dfb607529,37,73,22,4,3,1,False,25,3,8.351528024999686,14.714854693429972,0.7612265963381918,0,3,1,0,2,0.0,0.0,0.037894736842105266
828b0e67d8f430c8,30,93,20,0,0,0,False,130,130,10.272945312306932,21.56562450825174,0.801201271123127,36,42,33,0,5,4.215238567034926,2.32347932051622,0.7415953355663069
889181e0a71acb0d,41,59,25,2,3,5,False,18,8,4.111815704255222,10.920690573068914,0.9281961705773947,2,2,1,0,2,5.524334023458955,5.498027983642812,0.016355140186915886
89bd6f119f5ecc4b,319,484,58,6,3,19,False,43,8,12.822817146796266,18.36395596106784,1.0468402571671327,0,1,0,0,1,0.0,0.0,0.025522041763341066
8cdea112e75749f4,46,176,52,0,0,0,False,56,55,29.343737675962878,32.12049998553079,0.8635927571300507,12,13,2,0,7,7.747778405946295,2.627214193891115,0.7273069679849341
92fff3a34775f839,75,84,29,0,6,2,False,16,4,7.290111641005697,12.489890502394116,0.7978061801823025,0,2,1,0,1,0.0,0.0,0.02349869451697128
95ce00daa6d94fff,544,858,111,6,7,27,False,75,28,18.41757991167846,21.088691336130047,1.2501809280338696,19,6,3,0,1,7.044451857455302,1.8333758752292197,0.7241040746195385
974759b1b4c7fe05,36,75,19,2,0,2,False,38,36,5.896920122698966,19.52359661824637,0.8494256409318245,23,9,7,0,0,11.22579873687886,5.755912405636735,0.8486156972313945
9f0f43887d2cb403,323,516,75,8,7,7,False,43,34,16.23616987034273,20.532362421482656,1.6152906525961928,24,4,9,1,1,3.2444386274554287,3.1892307876785715,0.6053736356003359
a45791d605360792,80,80,21,0,7,4,False,16,3,7.732527670186641,15.691803604044386,0.8827385423295259,0,2,0,0,2,0.0,0.0,0.02346041055718475
a936ea791b61b487,193,300,36,6,2,7,False,20,16,10.487023609829858,19.204879202740834,0.8313121441224882,10,8,6,0,0,1.4149342620458065,2.9879007175711427,0.8540223761321257
ab603a641127e623,90,157,23,2,3,0,False,30,23,7.947633201338384,14.60816683147539,1.516172544343796,26,7,5,3,2,4.338703884645956,3.0577283014483774,0.0019011406844106464
afdca054e79d8356,48,70,35,0,3,9,False,32,6,3.2988783760647125,6.109398689985921,2.2452196372111732,0,3,0,0,5,0.0,0.0,0.01384083044982699
ca88be48ab483ca5,44,93,31,0,3,0,False,26,21,5.611795609054719,11.30811990255573,1.711827674286536,9,14,4,1,10,1.8146870812599407,4.24221258646837,0.037520391517128875
cae4f537b2392e3c,55,144,20,1,0,2,False,22,21,16.47034753209234,19.297932695140677,0.8987230337380014,3,10,8,0,1,2.1303402913507234,3.5037277563706173,0.8326567433468651
ce878829a223821a,263,372,32,4,3,15,False,33,9,11.177492428475484,20.341671223251865,1.3980867276260092,7,2,1,0,2,0.5534666960034399,2.0720604643529157,0.01092896174863388
d56e789012d54f39,97,155,31,2,7,1,False,25,6,6.074998634235225,10.123500050015346,1.4181616032504283,7,4,2,0,1,2.623104740600772,0.9962406101060646,0.026615969581749048
d5c254a4ff579311,129,254,40,0,1,5,False,61,11,9.52724742998686,19.063258044844062,1.7582228978913994,2,4,1,0,3,0.6993207895708096,0.7786834562651986,0.10377358490566038
e0ce8836ef8c041d,56,117,27,4,6,0,False,25,18,4.3336003473378675,10.253125260901571,1.6819149074413946,17,5,2,0,2,1.6152949826965601,4.382128700221151,0.002858776443682104
e3a7fe676c66eead,90,174,28,2,0,5,False,54,46,8.151953981637478,18.275072885395534,1.2393589674533023,18,8,8,0,0,17.229909216499863,4.102216191270724,0.7319925163704397
e6734cfc556a8e9e,84,160,28,0,1,0,False,76,76,19.80503117417491,31.927246725756184,1.0670014285462168,13,13,14,0,0,1.6036502779949908,2.7634605376302286,0.7830279652844745
ef0a4af6e7b41ebb,200,330,28,3,4,8,False,14,11,11.025057682147132,20.22234030076146,1.6450810738643644,7,7,4,1,2,0.8324491417628986,0.6035422271316616,0.0
f298f93c9f89d392,129,157,44,0,4,5,False,7,5,20.86354579547336,21.960385689586673,0.7496720171814412,0,2,1,0,0,0.0,0.0,0.8775137111517367
f5922104e8b83071,171,386,85,2,1,33,False,72,8,6.820230866434035,10.430385399076075,0.9377486450570288,3,3,1,1,1,3.706438467006311,2.3645413163379154,0.018475750577367205
f8fe3c5e14ee7541,54,100,12,0,3,0,False,34,10,7.8013497943834595,19.90927003068924,1.6677333966245964,2,2,0,0,3,1.2882896451562442,0.7602893704276821,0.0018018018018018018
18ffd71628682ee5,49,101,23,3,5,1,False,65,5,3.803743788826237,6.909213547910072,2.234710661582336,1,2,0,0,2,1.1140436173577182,1.404370941423771,0.03547671840354767
2b025facb1dd0ace,162,329,54,3,4,1,False,42,21,15.459947475037724,18.7209522760755,1.2287542349950844,10,6,6,0,0,1.1472658102024778,1.3209968135616124,0.7303149606299213
2b5642417fc68b2,187,276,61,2,3,7,False,16,11,17.64239824155144,20.38843809962796,0.4737410112194064,8,4,4,0,0,6.553323936654985,1.5558926848102932,0.9273291925465839
2d58fbd250cd452a,76,137,33,5,10,3,False,20,3,3.645623920290457,8.035622701721731,0.7937695916628263,0,2,0,0,2,0.0,0.0,0.6421052631578947
3045db0ec98c21ed,96,209,38,6,8,3,False,29,15,4.742299000614166,11.095805266331057,1.7852983336967905,23,9,1,0,8,3.9501013130076315,2.3779216663314364,0.0011376564277588168
3145dd48feb8cb2c,32,136,23,0,0,0,False,34,34,32.8943095953244,35.62636833283719,0.9397255399731888,4,12,7,0,7,12.50569756149861,0.14610067364100443,0.6845459373340415
31ee78852e455e38,47,132,17,0,0,0,False,17,17,28.40514025742236,33.81899067049517,0.012712604965061752,22,9,9,0,0,4.555007025798498,1.5247731363409522,1.0
37ab4b2cffb99719,25,59,13,0,0,0,False,68,68,9.50881511017269,28.50382028122964,0.841849427369616,39,40,14,0,0,7.62399193043517,3.3530544593873537,0.8509928249624562
3e3c55313d201a8b,394,766,47,7,0,12,False,59,6,5.698004136407264,13.229403238933156,1.1032170735017839,1,2,0,1,2,1.750005173164299,2.140642319947297,0.07157894736842105
6355abe439b48396,32,94,19,0,0,0,False,95,95,16.41361367962674,30.603398586746025,1.2302073996231746,33,27,35,0,2,3.4906274263926282,1.8081115977279227,0.7323970037453184
67bf40d0876a0d63,14,47,14,0,0,0,False,108,105,16.44023690701524,31.100491796736595,1.0660121431727814,14,8,14,0,1,4.308966922084923,3.78239727056116,0.7623349548297429
690b8d2310bd87ef,100,127,37,0,8,8,False,14,2,8.643108282312486,15.388043246135883,1.4737287200719291,1,2,0,0,2,2.1605249764364376,3.2069089155734662,0.024390243902439025
6a102ec0f96b077b,162,276,62,0,3,10,False,39,13,8.514881260332665,16.867508605799575,2.104809256291571,1,4,1,1,3,1.1474267716665445,3.247861833617743,0.0
6c65b4a56d0e644e,37,92,26,0,2,3,False,50,47,11.637093546464264,28.711554000547764,0.7301847081592213,45,36,5,0,2,3.0655025358359933,2.5492199066894354,0.8137819774141507
7381abfff7afb360,32,69,24,0,1,4,False,32,9,4.319784499308318,8.805785264865886,1.182721309545318,1,4,0,0,6,1.9739473966290126,1.1567593293453038,0.3696682464454976
85f1190371bb620d,119,170,43,0,4,9,False,23,20,8.327503422384027,17.116230684735854,0.4750038852353314,26,0,3,0,0,4.268026084695313,2.5591477678464924,0.9359726295210166
8aaf86a47cf80f32,65,203,53,0,0,0,False,40,40,28.64380547039273,33.51027533266993,1.1301320331423965,11,27,15,0,10,2.3220042884816143,1.1285326420951813,0.31877362452750946
8bab8708eba53289,111,176,38,1,7,5,False,18,14,8.93833715309693,20.041232917927406,1.481288149450259,1,3,0,0,4,21.001801252169525,10.0,0.017452006980802792
8d53f0dbf46d8c16,80,48,32,0,6,12,False,25,3,5.42035834846664,9.382882373819347,1.0789008456418308,0,2,0,0,3,0.0,0.0,0.2004950495049505
8d610f10711a33b3,179,312,67,3,8,13,False,14,12,20.922306220967883,22.885284503756026,0.42649074050730984,5,3,3,0,0,7.326363851464146,2.228411671456963,0.9565476190476191
8d6c907f6bc7f10f,96,146,44,0,8,12,False,28,6,7.103078076951854,12.338141501950657,1.6922165328981356,4,5,1,0,2,0.8528914370661268,1.1365181260424335,0.3960843373493976
90142c2e706fa20c,39,96,28,0,2,3,False,55,55,13.632831358865275,27.760428950486435,1.1305803695168417,40,43,4,0,2,10.464538849923034,2.5385860087656775,0.7205438066465257
99a641f7ecbd40cb,72,105,55,1,7,9,False,43,2,6.096201163192939,9.088242270466171,0.679586480889397,0,2,0,0,1,0.0,0.0,0.017948717948717947
a196d21f8a6eaac3,33,41,21,0,2,3,False,47,7,2.762853048693797,5.893640423366027,1.3345055111330717,3,4,1,0,5,1.5933237177788808,3.886611244531533,0.2711323763955343
a8b3020e2dd90ac4,224,353,73,0,12,7,False,26,21,18.68830441058909,22.645416581666606,1.0934729170637147,11,2,4,0,0,6.940988452045797,3.659185622186055,0.7658227848101266
ae0da86cc0e49596,94,131,43,2,2,8,False,39,4,6.155713942522043,10.225928543252621,0.8315119396613118,0,3,1,0,1,0.0,0.0,0.012195121951219513
afcd9b7197a1156c,178,311,37,4,10,9,False,31,5,5.124940198745924,11.97446371654857,1.3611036471065232,1,2,0,0,2,2.9661283486715306,2.166998784750917,0.011419249592169658
b00b78525d3d786c,200,325,52,0,9,5,False,15,14,15.970327632080396,19.794465716764638,0.9623752425111722,8,2,1,0,0,8.224173497093464,1.5337770113319897,0.8146520146520146
b083a68405595918,178,336,60,3,5,5,False,13,12,20.418629413925654,23.178712994720257,0.7118371919496377,4,6,0,0,0,1.837215999815283,2.6292767431755526,0.8881431767337807
b5d66f0055ca660,223,406,77,8,2,5,False,119,119,20.78322746182435,27.884945389417886,2.2102931682887306,30,14,16,0,1,7.682957746681732,1.25293815881042,0.543421543048826
bf3faef9c5250e06,151,224,61,0,7,7,False,23,20,19.158924749925347,22.205706573505434,1.0213621793009182,13,5,5,0,1,5.082155121201268,1.0595204353640477,0.7805662805662805
c3b0ffe115bf94a5,129,219,59,0,9,6,False,3,2,7.471348791699337,10.501349991753965,1.4451183342463634,1,2,0,0,2,0.7457593830292804,1.362603092106692,0.2398753894080997
c5c2cee1fa606e35,61,103,26,4,6,2,False,40,4,6.653893254414659,11.133813174477295,1.2605886077686874,1,2,0,0,2,1.1494414832079516,2.8638879515244478,0.32891246684350134
c62a1a54d02894f9,65,80,36,0,5,5,False,8,2,6.276779771209057,11.065803540907167,0.62136757304152,0,2,1,0,1,0.0,0.0,0.1893939393939394
ce23df2346d80ab0,78,133,26,2,3,0,False,44,19,18.790954242985734,22.539319126089836,0.9809425978854619,15,3,0,0,1,0.7187103711601242,0.26288460603657593,0.8029197080291971
d309f1f1fb60693,310,508,57,3,9,4,False,96,45,12.692233838575442,20.330973979525126,1.54420937422957,10,5,10,0,3,20.374067963303357,2.282028693425545,0.0
d3731fa9ed434d71,24,91,20,0,0,0,False,74,73,12.209427029571428,30.59285479348321,0.9075935625837217,6,42,22,0,5,13.713277251065788,5.127992008873582,0.8225308641975309
d71e2ae879bc9743,62,108,26,0,3,3,False,29,22,18.072723709554428,21.757784138975122,0.7045933253487173,23,9,5,0,4,2.88180747206358,0.8901256947303028,0.8509042787825319
d993c1a825d86d01,159,311,36,2,3,12,False,9,9,7.430345829741861,13.879277073344188,1.7401275675537795,1,6,1,0,3,2.123769388499969,1.5744524784919003,0.07567567567567568
da69040b2ab262ba,104,123,46,0,7,5,False,39,7,6.275074763959496,10.625117866609077,0.6948651759681684,1,3,0,0,2,3.0106450638012636,2.6190690447719254,0.5026833631484794
ea73874c6ff48051,45,75,40,0,4,3,False,10,2,5.714696524812986,9.77007107111204,1.3349789465552244,1,2,0,0,2,1.5528603179421832,2.6523246950613824,0.2884012539184953
ebaecf81c4ae5abc,57,139,44,4,1,0,False,76,76,14.927807497859119,29.073162869856223,1.1110653714154382,21,13,15,0,1,6.4159415092718195,2.8839084892519815,0.7697652132247245
f1354d461bd7ebef,165,279,52,0,9,11,False,21,15,19.834166299670184,21.780375612974023,0.7633943808464614,13,5,5,0,0,1.2674153248901991,1.031128532007013,0.8736231884057971
f2caadfbc89ad0f3,45,112,14,4,0,0,False,63,62,7.163010146005881,14.547414558231155,1.795386609982479,32,10,15,0,0,11.474170516584376,4.648420818283108,0.5988980716253444
f6c22160d3f35141,85,53,37,0,6,11,False,23,3,6.007585734672685,10.048068770434394,1.07154463296861,0,2,0,0,2,0.0,0.0,0.3953488372093023
f7be4abf8aafb83b,25,61,15,0,1,0,False,147,140,4.969530438647286,7.5204481163982715,0.14184030749156198,40,6,7,0,0,9.684990949431977,4.602594110255228,0.9897722886916248
15f7b183d4b7ee0c,15,37,14,0,0,0,False,54,54,16.45724532822992,28.004814835513223,0.8065761514249852,10,9,14,0,0,7.0067996806013255,2.264178640882031,0.8611978427476582
168b19d59ae685e0,126,178,41,0,6,11,False,20,13,15.808161200178198,21.10081121264373,0.441062905895149,14,5,7,0,0,1.426577498718949,0.36832653793127046,0.9350393700787402
17f393e4e1f77f9e,119,312,54,5,6,1,False,43,41,6.685048200248028,13.416143123582867,0.8002559424724308,50,31,4,0,20,5.578993091083497,2.2420414468307843,0.154337899543379
1a9e72ec80c154e7,110,278,43,1,0,0,False,109,105,26.84741429218144,30.902266022669966,1.764336561916673,16,10,10,0,1,10.56686659743987,2.0559235698836207,0.6015215110178384
1b254a843598dc5f,31,81,14,0,0,0,False,45,45,8.072153093285651,11.216846603455943,0.4772629577198934,61,21,18,0,0,4.974496935355981,2.6712660570724807,0.9463747740510142
1eb6ffb055e76e0,398,658,67,5,9,7,False,126,27,9.187658933870175,17.038099265747277,0.5410142762375595,35,6,2,1,5,4.628036088506096,4.030361820034539,0.8733475479744136
2bce28a3897251dc,112,188,31,9,3,4,False,75,11,3.9517340920187367,9.500507154113466,1.3253386602635244,0,2,0,0,4,0.0,0.0,0.33277310924369746
3c8da021fb0dc505,33,77,31,1,0,0,False,105,105,19.54999859189312,32.524159657586814,1.438658265663936,13,10,30,0,7,8.849082240331361,5.577965342243118,0.312406576980568
3caf2bc7d03b6def,64,151,28,1,4,12,False,33,20,7.784023859674175,17.32783052744068,0.7420046602744036,13,5,1,0,5,2.349141543464024,2.4215159294234145,0.11515940143135979
408e7f498a7aae46,143,233,35,1,5,5,False,40,15,18.044949865593203,21.57932143562502,0.7432714903314779,14,7,5,0,2,2.1631114723759715,0.33128186534753196,0.8600148920327625
462012deec453596,77,74,42,0,7,8,False,21,4,5.443230597222759,11.229473049427417,0.9680423823189224,0,3,0,0,3,0.0,0.0,0.025925925925925925
4916e4d476ae56eb,53,94,51,7,9,2,False,78,78,21.7428966751573,27.734392503611993,1.4743250800573426,31,56,13,0,14,4.917140892448784,1.8462531957295765,0.20670115792067012
530d999edb9c3ccb,111,191,24,0,3,9,False,54,12,9.642691177402323,18.809353416862752,1.4846347562303102,5,6,2,0,4,1.76037397828321,0.9309713925631261,0.064
53a4bdd28846b7da,106,166,48,4,8,4,False,33,18,13.608020981851142,22.23271563079571,1.3733839019129723,5,2,4,0,1,2.9581375036269244,4.608403301192231,0.0
59064a79dc720751,86,99,27,0,5,5,False,26,6,3.80487104925447,6.66726189181385,0.9325117707397196,0,3,0,0,5,0.0,0.0,0.04772234273318872
59547eb835594b2c,66,150,48,4,7,5,False,9,7,5.726215971284769,10.720277482777433,1.6612348686396672,5,7,0,0,5,1.70112467434993,2.631290820603588,0.027502750275027504
5e7320acde0e667a,31,40,18,0,2,4,False,37,5,3.8811488826273113,7.214330209991177,0.7471938993948137,0,2,0,0,2,0.0,0.0,0.016706443914081145
6ec771e932a3dc62,104,211,36,6,8,3,False,26,12,6.240387782903168,11.537470610403819,1.8733715065118106,8,7,1,0,6,1.2786897088389688,0.8331075465089067,0.0
7730c0065d91bb75,26,109,45,0,0,0,False,36,36,26.730147010098417,31.835210146256735,1.174761688105067,21,11,5,0,0,4.7654968432305544,1.621245138870919,0.7509727626459144
7828455186fe7de2,83,160,32,4,4,3,False,34,8,2.557761334320772,8.871462361840992,0.3208118994847337,3,1,0,0,0,1.8514114254113163,5.9639732918992765,0.9751166407465007
7cd4a5bd39d70bf2,120,192,30,3,2,5,False,26,20,3.290095191115679,5.14498759121199,0.29014105588548994,12,5,4,0,1,5.083087460575279,2.9257709071578852,0.9662267080745341
7e019d5f96e54dbd,175,296,31,3,2,5,False,117,97,16.095699209400784,27.830462669578374,0.9152314669422148,41,18,23,0,1,10.963871698398176,2.4480026273404425,0.8287994196590497
9968f1eb8de52768,103,186,43,0,4,2,False,76,72,17.457428921219275,30.329826341454407,1.5971925271992131,31,37,25,0,0,9.808867049358774,2.2332815165237543,0.6396659707724426
9f2e6f3cfdd56afa,22,50,24,0,0,0,False,63,63,6.507103341481765,17.647507452638294,0.6655403753452797,36,30,27,0,0,13.734132306230807,4.355754264331178,0.9004850571115631
9f4e462059e1c869,80,137,36,0,5,6,False,10,2,8.821544992356634,14.61776276187393,0.7985827475435741,0,2,0,0,1,0.0,0.0,0.021148036253776436
a2da2388abab525b,93,190,36,2,6,4,False,144,143,15.134064553921828,26.598941666817556,1.3215796436154064,27,19,18,0,1,7.563940434051359,1.8280655397729904,0.7089036454804174
